symbol,period_end_date,close_price,intrinsic_value,bps,rnoa,MoS,nrShares,reason,eodhd_symbol,max_close_after_buy,max_close_date,max_return,days_to_max,double_date,days_to_double,fetch_status,fetch_error
DSHK:US,2003-03-31,1.1828,88.86614173228347,88.86614173228347,,0.9866900939216728,3937000.0,Penman TTM as-of 2003-03-31: value=88.87 >= close=1.18 * (1+MOS 70%),DSHK.US,16.98,2026-01-09,13.355765979032803,8320,2004-03-31,366.0,ok,
DSNY:US,2017-11-30,0.2199,0.3890302644733254,0.1897664273379987,0.4236162361623616,0.4347483471557061,11003000.0,Penman TTM as-of 2017-11-30: value=0.39 >= close=0.22 * (1+MOS 70%),DSNY.US,2.31,2021-04-13,9.504774897680763,1230,2019-09-13,652.0,ok,
DTC:US,2022-12-30,3.72,6.925268639574582,9.046380642217713,0.0616433991197498,0.4628367225002669,63561000.0,Penman TTM as-of 2022-12-30: value=6.93 >= close=3.72 * (1+MOS 70%),DTC.US,8.45,2023-04-12,1.2715053763440856,103,2023-04-03,94.0,ok,
DYNT:US,2002-06-28,0.95,2.90985915492958,21.343661971830983,0.0452934291924427,0.6735237173281707,355000.0,Penman TTM as-of 2002-06-28: value=2.91 >= close=0.95 * (1+MOS 70%),DYNT.US,5.5699,2013-08-06,4.863052631578947,4057,2003-11-03,493.0,ok,
E:CA,2006-03-31,2.08,4.98871601983245,2.0270131646435288,866.25,0.583059049316289,5849000.0,Penman TTM as-of 2006-03-31: value=4.99 >= close=2.08 * (1+MOS 70%),E.TO,2.66,2025-02-18,0.27884615384615385,6899,,,ok,
EACO:US,2010-08-31,1.95,4.0741464417935,2.2171945701357467,0.2542410523618347,0.5213721382234898,4862000.0,Penman TTM as-of 2010-08-31: value=4.07 >= close=1.95 * (1+MOS 70%),EACO.US,85.0,2026-01-09,42.58974358974359,5610,2010-11-19,80.0,ok,
EAGR:CA,2020-09-30,0.22,0.7206150450969103,0.2274515448090577,2.0844594594594597,0.6947052361772245,41688000.0,Penman TTM as-of 2020-09-30: value=0.72 >= close=0.22 * (1+MOS 70%),EAGR.TO,4.25,2022-02-01,18.31818181818182,489,2021-02-10,133.0,ok,
ECK:PL,2012-12-28,0.48,10.338104976141784,1.0265848670756643,0.9612862547288776,0.9535698272451536,1467000.0,Penman TTM as-of 2012-12-28: value=10.34 >= close=0.48 * (1+MOS 70%),ECK.WAR,3.11,2025-11-04,5.479166666666667,4694,2015-06-17,901.0,ok,
EDAP:US,2002-12-31,1.2,4.79509766373037,3.6959019532746074,0.6539573717078468,0.7497444089456868,7833000.0,Penman TTM as-of 2002-12-31: value=4.80 >= close=1.20 * (1+MOS 70%),EDAP.US,20.77,2006-03-30,16.308333333333334,1185,2004-04-21,477.0,ok,
EDR:ES,2014-09-30,2.919,5.010664569031274,5.117725019069413,0.0974870053209643,0.4174425448390494,104880000.0,Penman TTM as-of 2014-09-30: value=5.01 >= close=2.92 * (1+MOS 70%),EDR.MC,9.88,2022-01-03,2.384720794792737,2652,2021-06-02,2437.0,ok,
EFOI:US,2004-06-30,9.4254,118.65217391304348,865.9130434782609,-0.0194620143184819,0.9205627702455113,23000.0,Penman TTM as-of 2004-06-30: value=118.65 >= close=9.43 * (1+MOS 70%),EFOI.US,27.84,2015-09-09,1.953720796995353,4088,2015-08-14,4062.0,ok,
ELDN:US,2014-09-30,15.14,224.28244274809177,775.6564885496183,,0.9324958306388482,131000.0,Penman TTM as-of 2014-09-30: value=224.28 >= close=15.14 * (1+MOS 70%),ELDN.US,26.18,2020-10-30,0.7291941875825627,2222,,,ok,
ELVA:US,2004-12-31,0.4652,5.727775781530722,1.7337405677326625,0.4442366057602973,0.918781736970214,13915000.0,Penman TTM as-of 2004-12-31: value=5.73 >= close=0.47 * (1+MOS 70%),ELVA.US,8.97,2026-01-12,18.28202923473775,7682,2007-11-01,1035.0,ok,
ENG:US,2001-12-31,0.72,6.777466759972008,5.019594121763471,0.20048,0.8937656169334022,2858000.0,Penman TTM as-of 2001-12-31: value=6.78 >= close=0.72 * (1+MOS 70%),ENG.US,17.85,2008-08-28,23.79166666666667,2432,2002-11-21,325.0,ok,
ENSV:US,2001-06-29,1.55,64.17647058823529,11.590909090909092,37.92115384615384,0.9758478460128324,374000.0,Penman TTM as-of 2001-06-29: value=64.18 >= close=1.55 * (1+MOS 70%),ENSV.US,10.0,2005-09-12,5.451612903225806,1536,2005-02-14,1326.0,ok,
ETG:CA,2004-03-31,1.27,2.6777533039647583,4.746916299559471,,0.5257218063667024,4540000.0,Penman TTM as-of 2004-03-31: value=2.68 >= close=1.27 * (1+MOS 70%),ETG.TO,3.65,2007-07-09,1.8740157480314958,1195,2006-03-27,726.0,ok,
EVC:US,2009-09-30,1.73,31.580318103294218,1.1729195210579615,0.4474176901936069,0.9452190445219252,83935000.0,Penman TTM as-of 2009-09-30: value=31.58 >= close=1.73 * (1+MOS 70%),EVC.US,9.26,2015-11-06,4.352601156069364,2228,2009-12-22,83.0,ok,
EVI:US,2002-09-30,0.4,1.008147512864494,0.7175528873642081,0.1343064461694229,0.6032326669502339,6996000.0,Penman TTM as-of 2002-09-30: value=1.01 >= close=0.40 * (1+MOS 70%),EVI.US,47.4,2018-08-24,117.5,5807,2003-01-07,99.0,ok,
EYPT:US,2010-06-30,3.61,39.3862859931674,16.125427037579307,0.3983412099777785,0.9083437316068276,2049000.0,Penman TTM as-of 2010-06-30: value=39.39 >= close=3.61 * (1+MOS 70%),EYPT.US,29.71,2024-02-12,7.229916897506926,4975,2021-01-04,3841.0,ok,
FBF:CA,2005-12-30,0.07,0.1729579698651863,0.0463124504361617,0.3720613287904599,0.5952773956900503,6305000.0,Penman TTM as-of 2005-12-30: value=0.17 >= close=0.07 * (1+MOS 70%),FBF.V,2.54,2024-02-12,35.285714285714285,6618,2006-05-12,133.0,ok,
FGF:US,2014-06-30,8.91,521.0121212121212,295.07878787878786,0.959172446783066,0.982898670420045,165000.0,Penman TTM as-of 2014-06-30: value=521.01 >= close=8.91 * (1+MOS 70%),FGF.US,38.3,2025-08-01,3.2985409652076316,4050,2024-11-01,3777.0,ok,
FGI:US,2022-03-31,3.0,30.23628884826325,9.338665447897624,0.1730038022813688,0.9007814743715706,2188000.0,Penman TTM as-of 2022-03-31: value=30.24 >= close=3.00 * (1+MOS 70%),FGI.US,9.5,2025-09-16,2.1666666666666665,1265,2025-09-16,1265.0,ok,
FHRT:US,2001-07-11,0.25,5.733656957928801,-1.705177993527508,0.3962877030162413,0.956397810012982,3090000.0,Penman TTM as-of 2001-07-11: value=5.73 >= close=0.25 * (1+MOS 70%),FHRT.US,30.0,2026-01-05,119.0,8944,2001-08-29,49.0,ok,
FLEXO:GR,2015-12-31,2.78,5.363310580204778,4.199061433447099,0.1485052077778962,0.4816634318622927,11720000.0,Penman TTM as-of 2015-12-31: value=5.36 >= close=2.78 * (1+MOS 70%),FLEXO.AT,9.6,2021-01-20,2.4532374100719427,1847,2017-11-16,686.0,ok,
FLL:US,2002-12-31,0.51,1.021773082223243,0.7882406982085439,0.1240833728090952,0.5008676497032908,10885000.0,Penman TTM as-of 2002-12-31: value=1.02 >= close=0.51 * (1+MOS 70%),FLL.US,12.35,2021-12-27,23.215686274509803,6936,2003-06-20,171.0,ok,
FOR:CA,2016-06-30,0.375,0.7203143503068146,0.8427710194854129,,0.4793939620385593,18578000.0,Penman TTM as-of 2016-06-30: value=0.72 >= close=0.38 * (1+MOS 70%),FOR.V,1.54,2020-08-05,3.106666666666667,1497,2016-08-18,49.0,ok,
FPAY:US,2007-12-18,1.15,3.461715160796325,3.461715160796325,0.0,0.6677947356779473,1306000.0,Penman TTM as-of 2007-12-18: value=3.46 >= close=1.15 * (1+MOS 70%),FPAY.US,6.75,2016-11-09,4.869565217391305,3249,2016-10-25,3234.0,ok,
FSI:US,2020-03-31,1.17,2.3439557759531744,1.756361271441346,0.1500172998408414,0.5008438247841015,12301000.0,Penman TTM as-of 2020-03-31: value=2.34 >= close=1.17 * (1+MOS 70%),FSI.US,11.25,2025-08-29,8.615384615384617,1977,2020-07-22,113.0,ok,
FTK:US,2002-03-25,1.35,7.854077253218884,8.540159411404046,0.0106230031948881,0.8281147540983607,1631000.0,Penman TTM as-of 2002-03-25: value=7.85 >= close=1.35 * (1+MOS 70%),FTK.US,65.82,2007-07-06,47.75555555555555,1929,2002-04-09,15.0,ok,
FTLF:US,2011-12-30,0.08,0.1552475247524752,0.4232343234323432,0.042,0.4846938775510205,7575000.0,Penman TTM as-of 2011-12-30: value=0.16 >= close=0.08 * (1+MOS 70%),FTLF.US,55.2,2021-10-15,689.0,3577,2013-07-03,551.0,ok,
FW:CA,2008-06-30,0.46,1.83218954248366,2.0209150326797385,-0.4689655172413793,0.7489342727191652,3060000.0,Penman TTM as-of 2008-06-30: value=1.83 >= close=0.46 * (1+MOS 70%),FW.V,1.96,2011-06-01,3.260869565217391,1066,2010-03-02,610.0,ok,
G2M:SE,2015-06-30,0.95,7.377232034841521,12.118412775223808,-0.0405053670149071,0.8712254141508228,20665000.0,Penman TTM as-of 2015-06-30: value=7.38 >= close=0.95 * (1+MOS 70%),G2M.ST,34.6,2024-04-17,35.421052631578945,3214,2016-01-14,198.0,ok,
GEC:CA,2008-11-28,0.47,2.3192541042112778,0.4309064953604568,0.8347798916817109,0.7973486393118465,56040000.0,Penman TTM as-of 2008-11-28: value=2.32 >= close=0.47 * (1+MOS 70%),GEC.TO,0.93,2017-05-05,0.9787234042553193,3080,,,ok,
GEG:US,2004-09-30,8.82,23.961148112908347,29.750079289565495,-0.4209790209790228,0.6319041158445788,6306000.0,Penman TTM as-of 2004-09-30: value=23.96 >= close=8.82 * (1+MOS 70%),GEG.US,22.59,2006-04-19,1.5612244897959182,566,2005-06-22,265.0,ok,
GEO:CA,2019-09-30,1.52,3.269858069116107,1.9671130322408144,0.1761591215490123,0.5351480193111625,44881000.0,Penman TTM as-of 2019-09-30: value=3.27 >= close=1.52 * (1+MOS 70%),GEO.TO,4.18,2025-12-30,1.7499999999999998,2283,2023-01-16,1204.0,ok,
GG:CA,2012-03-30,0.93,8.502440065881778,2.655828707375099,661.0896551724138,0.8906196347408712,16393000.0,Penman TTM as-of 2012-03-30: value=8.50 >= close=0.93 * (1+MOS 70%),GG.V,2.79,2026-01-12,1.9999999999999998,5036,2025-09-17,4919.0,ok,
GH:CA,2008-09-30,10.4,17.723985890652557,6.306321358952938,0.2784442300578119,0.4132245385342554,10773000.0,Penman TTM as-of 2008-09-30: value=17.72 >= close=10.40 * (1+MOS 70%),GH.TO,17.09,2014-08-19,0.6432692307692307,2149,,,ok,
GIFI:US,2009-03-31,8.01,18.42696314943011,18.118103629116845,0.1020177149617881,0.5653109014738696,14301000.0,Penman TTM as-of 2009-03-31: value=18.43 >= close=8.01 * (1+MOS 70%),GIFI.US,35.34,2011-04-29,3.4119850187265923,759,2009-05-08,38.0,ok,
GLAE:US,2001-12-31,21.58,41075.0,40981.25,0.1003827507017096,0.9994746195982958,16000.0,Penman TTM as-of 2001-12-31: value=41075.00 >= close=21.58 * (1+MOS 70%),GLAE.US,250.0,2019-11-11,10.58480074142725,6524,2004-06-23,905.0,ok,
GLGI:US,2012-05-29,0.105,0.4406763433035884,-0.2471755198958293,0.6539090208172706,0.7617298918002867,26111000.0,Penman TTM as-of 2012-05-29: value=0.44 >= close=0.10 * (1+MOS 70%),GLGI.US,1.61,2024-09-27,14.333333333333336,4504,2012-07-17,49.0,ok,
GLO:CA,2010-12-31,0.13,0.2611790231253638,0.1270395653631088,0.305888723433058,0.5022571168068078,56691000.0,Penman TTM as-of 2010-12-31: value=0.26 >= close=0.13 * (1+MOS 70%),GLO.TO,4.87,2022-03-09,36.46153846153846,4086,2017-12-28,2554.0,ok,
GNE:US,2022-03-31,6.75,17.770897121861605,4.833588487446417,0.845141521911648,0.6201654900305394,26128000.0,Penman TTM as-of 2022-03-31: value=17.77 >= close=6.75 * (1+MOS 70%),GNE.US,30.61,2023-12-26,3.5348148148148146,635,2023-03-30,364.0,ok,
GPV:CA,2011-08-16,0.18,0.863636363636365,8.818181818181818,,0.7915789473684213,44000.0,Penman TTM as-of 2011-08-16: value=0.86 >= close=0.18 * (1+MOS 70%),GPV.V,41.06,2021-01-07,227.11111111111114,3432,2014-12-30,1232.0,ok,
GRBK:US,2007-09-28,6.1174,70.2135746606335,176.44886877828054,-0.0643956474855406,0.9128743974428376,1105000.0,Penman TTM as-of 2007-09-28: value=70.21 >= close=6.12 * (1+MOS 70%),GRBK.US,83.77,2024-10-16,12.693726092784516,6228,2014-08-28,2526.0,ok,
GSIT:US,2007-03-30,5.25,11.604205425518105,1.286375632760784,0.4255739516890414,0.5475778127423492,23113000.0,Penman TTM as-of 2007-03-30: value=11.60 >= close=5.25 * (1+MOS 70%),GSIT.US,12.97,2025-10-20,1.4704761904761905,6779,2025-10-20,6779.0,ok,
GSM:US,2018-12-31,1.59,3.7149891587291326,5.1965942544202415,0.0778322082863709,0.5720041345843587,170183000.0,Penman TTM as-of 2018-12-31: value=3.71 >= close=1.59 * (1+MOS 70%),GSM.US,9.53,2021-09-02,4.993710691823899,976,2021-02-02,764.0,ok,
GUI:FR,2018-12-31,3.3,5.64867530076918,3.830451646834528,0.2343877551020408,0.4157922301622402,15211000.0,Penman TTM as-of 2018-12-31: value=5.65 >= close=3.30 * (1+MOS 70%),GUI.PA,17.9,2021-02-09,4.424242424242424,771,2020-08-26,604.0,ok,
GVC:CA,2020-09-30,0.21,0.6672070791371504,1.493183615119836,0.029048612159214,0.6852551380726094,125213000.0,Penman TTM as-of 2020-09-30: value=0.67 >= close=0.21 * (1+MOS 70%),GVC.TO,0.54,2021-04-08,1.5714285714285718,190,2021-01-27,119.0,ok,
GWM:CA,2013-09-30,0.12,0.4779341029341029,0.8050745550745549,-0.2496786632390745,0.7489193609259026,16632000.000000002,Penman TTM as-of 2013-09-30: value=0.48 >= close=0.12 * (1+MOS 70%),GWM.V,2.0,2020-08-05,15.666666666666666,2501,2016-08-03,1038.0,ok,
HDSN:US,2022-03-31,6.21,10.835897381033892,2.158849709003766,0.3761594590269431,0.4269048716842424,46736000.0,Penman TTM as-of 2022-03-31: value=10.84 >= close=6.21 * (1+MOS 70%),HDSN.US,14.96,2024-02-26,1.4090177133655395,697,2023-09-12,530.0,ok,
HHS:US,2002-12-31,18.67,110.77978183389136,57.515174424883895,0.188250283176371,0.8314674420645212,9259000.0,Penman TTM as-of 2002-12-31: value=110.78 >= close=18.67 * (1+MOS 70%),HHS.US,30.98,2005-06-20,0.6593465452597749,902,,,ok,
HITI:US,2021-01-29,0.3988,0.7098113764718912,1.560592078550072,0.0240739215653978,0.4381605969994021,27091000.0,Penman TTM as-of 2021-01-29: value=0.71 >= close=0.40 * (1+MOS 70%),HITI.US,9.45,2021-06-01,22.696088264794383,123,2021-05-13,104.0,ok,
HME:CA,2019-12-31,0.21,0.5846275364898539,0.1873331256674973,0.1854660763431853,0.6407969401153165,89888000.0,Penman TTM as-of 2019-12-31: value=0.58 >= close=0.21 * (1+MOS 70%),HME.V,2.25,2025-10-01,9.714285714285715,2101,2021-03-02,427.0,ok,
HNRG:US,2008-12-30,3.0,6.1823673538357555,3.1499662047989188,0.2168856756712748,0.5147489904269931,23672000.0,Penman TTM as-of 2008-12-30: value=6.18 >= close=3.00 * (1+MOS 70%),HNRG.US,23.81,2025-11-11,6.9366666666666665,6160,2009-05-11,132.0,ok,
HPTO:US,2007-12-31,0.4,1.3342714196372734,1.5318949343339587,0.0663471778487752,0.7002109210217952,3198000.0,Penman TTM as-of 2007-12-31: value=1.33 >= close=0.40 * (1+MOS 70%),HPTO.US,2.1,2016-05-03,4.25,3046,2016-01-29,2951.0,ok,
HQI:US,2006-12-29,5.05,12.331535695942476,17.97277863379558,-0.6065615953682856,0.590480851329682,1947000.0,Penman TTM as-of 2006-12-29: value=12.33 >= close=5.05 * (1+MOS 70%),HQI.US,28.5,2023-06-09,4.643564356435643,6006,2020-12-15,5100.0,ok,
HRBR:US,2020-12-31,0.2912,4.8710917406959435,1.619955234877869,0.4360383662032546,0.9402187403765884,71931000.0,Penman TTM as-of 2020-12-31: value=4.87 >= close=0.29 * (1+MOS 70%),HRBR.US,3.05,2021-06-28,9.473901098901099,179,2021-03-01,60.0,ok,
HWO:CA,2006-06-30,0.6066,111.78721745908028,59.54793452844895,0.2072762776701826,0.9945736192939766,1283000.0,Penman TTM as-of 2006-06-30: value=111.79 >= close=0.61 * (1+MOS 70%),HWO.TO,6.22,2017-01-26,9.253874052093636,3863,2007-10-25,482.0,ok,
ICAD:US,2008-09-30,3.19,5.435863031343923,7.026942893945899,0.0705514220151588,0.413156663145111,9316000.0,Penman TTM as-of 2008-09-30: value=5.44 >= close=3.19 * (1+MOS 70%),ICAD.US,21.22,2021-03-31,5.652037617554858,4565,2013-02-15,1599.0,ok,
IDA:AU,2011-03-31,0.6169,1.3918298653610783,10.446297429620564,-0.3083632348882142,0.5567705397383756,6536000.0,Penman TTM as-of 2011-03-31: value=1.39 >= close=0.62 * (1+MOS 70%),IDA.AU,0.6321,2011-04-08,0.024639325660560856,8,,,ok,
IDN:US,2008-03-31,3.25,19.13254665203074,28.93304061470911,-0.0224245217792118,0.8301323885884766,1822000.0,Penman TTM as-of 2008-03-31: value=19.13 >= close=3.25 * (1+MOS 70%),IDN.US,15.01,2021-02-08,3.6184615384615384,4697,2019-11-14,4245.0,ok,
IDR:US,2011-06-29,0.24,0.4518184644078335,1.4715573515697855,-0.0193560123703838,0.4688132094943242,3217000.0,Penman TTM as-of 2011-06-29: value=0.45 >= close=0.24 * (1+MOS 70%),IDR.US,52.66,2025-10-14,218.41666666666666,5221,2021-10-28,3774.0,ok,
IDT:US,2003-07-31,10.787,24.21800834163806,38.5661979108995,-1.010380724747675,0.5545876503207783,27093000.0,Penman TTM as-of 2003-07-31: value=24.22 >= close=10.79 * (1+MOS 70%),IDT.US,69.88,2025-07-02,5.478168165384258,8007,2021-03-12,6434.0,ok,
IDWM:US,2010-04-30,2.45,6.0555365101131295,0.0,0.5494006309148265,0.595411571557971,2917000.0,Penman TTM as-of 2010-04-30: value=6.06 >= close=2.45 * (1+MOS 70%),IDWM.US,300.0,2015-07-27,121.44897959183673,1914,2011-12-14,593.0,ok,
IEHC:US,2003-03-31,0.13,0.5323491098567086,0.3738601823708207,0.1401540154015401,0.7557993474714518,2303000.0,Penman TTM as-of 2003-03-31: value=0.53 >= close=0.13 * (1+MOS 70%),IEHC.US,23.95,2019-11-22,183.23076923076923,6080,2003-06-23,84.0,ok,
IFI:PL,2016-09-30,1.22,2.3306249999999995,0.94015625,1.0298850574712644,0.4765352641458835,6400000.0,Penman TTM as-of 2016-09-30: value=2.33 >= close=1.22 * (1+MOS 70%),IFI.WAR,42.6,2023-11-08,33.91803278688525,2595,2017-02-16,139.0,ok,
IFOS:CA,2010-01-29,3.07,131.09121621621625,222.9324324324324,-0.380848941995612,0.9765811921758628,592000.0,Penman TTM as-of 2010-01-29: value=131.09 >= close=3.07 * (1+MOS 70%),IFOS.V,3.94,2013-01-04,0.2833876221498372,1071,,,ok,
INBP:US,2002-06-28,0.42,0.9388664531402312,1.0562595738755047,0.0868875408306112,0.5526520320379709,7181000.0,Penman TTM as-of 2002-06-28: value=0.94 >= close=0.42 * (1+MOS 70%),INBP.US,15.12,2004-05-04,35.0,676,2003-01-16,202.0,ok,
INFU:US,2008-03-31,2.47,5.70726343319068,4.37208749405611,0.1199654414074772,0.5672181547402076,16824000.0,Penman TTM as-of 2008-03-31: value=5.71 >= close=2.47 * (1+MOS 70%),INFU.US,22.92,2021-05-03,8.279352226720649,4781,2019-03-27,4013.0,ok,
INTT:US,2010-12-31,2.55,5.916928515318145,1.5813040062843675,0.7051809210526315,0.5690331574230807,10184000.0,Penman TTM as-of 2010-12-31: value=5.92 >= close=2.55 * (1+MOS 70%),INTT.US,26.91,2023-06-27,9.552941176470588,4561,2014-09-04,1343.0,ok,
INVE:US,2005-09-30,2.66,5.449163449163449,23.527027027027028,-0.520017656146546,0.5118516769012753,1554000.0,Penman TTM as-of 2005-09-30: value=5.45 >= close=2.66 * (1+MOS 70%),INVE.US,28.33,2021-12-27,9.650375939849622,5932,2011-04-12,2020.0,ok,
INX:CA,2002-06-28,0.044,0.1340253164556962,0.1008101265822784,0.015923009623797,0.6717038156403476,19750000.0,Penman TTM as-of 2002-06-28: value=0.13 >= close=0.04 * (1+MOS 70%),INX.V,0.93,2021-03-01,20.136363636363637,6821,2005-10-31,1221.0,ok,
IOT:CA,2014-12-31,0.02,0.0613256784968684,-0.0266527487821851,,0.6738723404255318,28740000.0,Penman TTM as-of 2014-12-31: value=0.06 >= close=0.02 * (1+MOS 70%),IOT.V,0.34,2025-07-28,16.0,3862,2015-04-23,113.0,ok,
IPA:CA,2004-12-31,0.35,3.3356940509915027,11.977337110481589,-0.2281871974179666,0.8950743099787686,353000.0,Penman TTM as-of 2004-12-31: value=3.34 >= close=0.35 * (1+MOS 70%),IPA.V,24.0,2020-12-29,67.57142857142857,5842,2016-12-29,4381.0,ok,
IRO:CA,2006-12-29,0.07,4.143409507757894,0.064442571754325,1.8414814814814815,0.9831057007836334,20173000.0,Penman TTM as-of 2006-12-29: value=4.14 >= close=0.07 * (1+MOS 70%),IRO.V,1.15,2025-09-05,15.428571428571425,6825,2007-04-30,122.0,ok,
IVFH:US,2007-09-28,0.2,1.2232862903225803,-1.2943548387096775,,0.8365059744540585,2976000.0,Penman TTM as-of 2007-09-28: value=1.22 >= close=0.20 * (1+MOS 70%),IVFH.US,2.3475,2025-02-28,10.737499999999999,6363,2007-11-07,40.0,ok,
IVX:CA,2019-03-29,0.06,0.1980703745743473,0.1012485811577752,0.114750129690472,0.6970773638968482,4405000.0,Penman TTM as-of 2019-03-29: value=0.20 >= close=0.06 * (1+MOS 70%),IVX.V,4.39,2022-10-04,72.16666666666667,1285,2019-04-26,28.0,ok,
IZEA:US,2021-12-31,1.34,2.3050896658495676,4.826796542381628,-2.365562913907279,0.4186777113912714,15502000.0,Penman TTM as-of 2021-12-31: value=2.31 >= close=1.34 * (1+MOS 70%),IZEA.US,5.7,2025-10-15,3.253731343283582,1384,2023-06-16,532.0,ok,
JAKK:US,2002-12-31,13.47,158.33041052212036,143.71343164607413,0.1156565915300546,0.9149247453121578,2509000.0,Penman TTM as-of 2002-12-31: value=158.33 >= close=13.47 * (1+MOS 70%),JAKK.US,36.45,2023-12-19,1.7060133630289533,7658,2006-04-03,1189.0,ok,
JCTCF:US,2017-02-28,3.77,6.752132079597638,4.006122895254756,0.1926581811473897,0.4416578414703263,4573000.0,Penman TTM as-of 2017-02-28: value=6.75 >= close=3.77 * (1+MOS 70%),JCTCF.US,86.04,2017-09-01,21.822281167108756,185,2017-04-03,34.0,ok,
JOB:US,2005-03-31,1.45,6.739776951672862,9.87546468401487,0.0364116094986807,0.7848593491450634,538000.0,Penman TTM as-of 2005-03-31: value=6.74 >= close=1.45 * (1+MOS 70%),JOB.US,7.6999,2015-11-06,4.310275862068965,3872,2007-04-09,739.0,ok,
JRSH:US,2022-06-30,4.71,8.821068629019356,5.6459766437370025,0.2185774883498626,0.4660510876760275,12502000.0,Penman TTM as-of 2022-06-30: value=8.82 >= close=4.71 * (1+MOS 70%),JRSH.US,5.89,2022-07-28,0.25053078556263264,28,,,ok,
JTC:CA,2002-10-31,0.23,0.4614683082535339,0.2115823073415412,0.4971014492753623,0.5015909090909091,2193000.0,Penman TTM as-of 2002-10-31: value=0.46 >= close=0.23 * (1+MOS 70%),JTC.V,2.72,2019-06-18,10.82608695652174,6074,2004-12-15,776.0,ok,
KCN:AU,2003-06-30,2.7983,4.862498035311993,0.959867972965893,0.5389740114326124,0.4245139062929303,76348000.0,Penman TTM as-of 2003-06-30: value=4.86 >= close=2.80 * (1+MOS 70%),KCN.AU,11.5644,2010-10-14,3.13265196726584,2663,2006-01-27,942.0,ok,
KEQU:US,2008-10-31,9.0501,16.461553473848557,11.727556596409055,0.1384318012579812,0.4502280714649848,2562000.0,Penman TTM as-of 2008-10-31: value=16.46 >= close=9.05 * (1+MOS 70%),KEQU.US,69.67,2025-02-13,6.698257477817925,5949,2013-12-02,1858.0,ok,
KFS:US,2002-12-31,8.65,21.21130786945128,31.04073691733503,0.0717585483882007,0.5921986492658564,12593000.0,Penman TTM as-of 2002-12-31: value=21.21 >= close=8.65 * (1+MOS 70%),KFS.US,23.69,2006-10-16,1.738728323699422,1385,2005-06-22,904.0,ok,
KLNG:US,2005-07-29,1.05,22.84374999999999,-15.4375,0.210062893081761,0.9540355677154584,16000.0,Penman TTM as-of 2005-07-29: value=22.84 >= close=1.05 * (1+MOS 70%),KLNG.US,2.8,2025-10-13,1.6666666666666663,7381,2007-10-16,809.0,ok,
KMR:LN,2013-12-31,20.8,44.95086880643448,30.74353137567342,0.1981459883475603,0.5372725699792794,13179000.0,Penman TTM as-of 2013-12-31: value=44.95 >= close=20.80 * (1+MOS 70%),KMR.LSE,526.0,2022-04-19,24.288461538461537,3031,2016-07-26,938.0,ok,
KPG:AU,2019-03-29,0.81,1.394080928412862,0.5413323955425633,0.21715282181357,0.4189720385012572,45497000.0,Penman TTM as-of 2019-03-29: value=1.39 >= close=0.81 * (1+MOS 70%),KPG.AU,13.6,2025-02-17,15.790123456790122,2152,2020-11-03,585.0,ok,
KPRX:US,2015-03-31,3.5,2466.5000000000023,2134.0,0.7129937034917001,0.9985809852017028,1000.0,Penman TTM as-of 2015-03-31: value=2466.50 >= close=3.50 * (1+MOS 70%),KPRX.US,20.5,2015-07-24,4.857142857142857,115,2015-07-14,105.0,ok,
KRMD:US,2012-02-29,0.249,0.4465275838685228,0.1416490486257928,0.653840579710145,0.4423636769698052,25069000.0,Penman TTM as-of 2012-02-29: value=0.45 >= close=0.25 * (1+MOS 70%),KRMD.US,12.42,2020-04-27,48.87951807228915,2980,2015-12-31,1401.0,ok,
KTCC:US,2008-03-31,2.59,4.545850886646419,4.554031546977565,0.0998315870150563,0.4302496794146489,10207000.0,Penman TTM as-of 2008-03-31: value=4.55 >= close=2.59 * (1+MOS 70%),KTCC.US,13.1,2012-05-02,4.057915057915058,1493,2010-02-08,679.0,ok,
LAZY:US,2018-09-28,7.55,14.461988001654944,13.698386429458006,0.1211209177907791,0.4779417602105587,9668000.0,Penman TTM as-of 2018-09-28: value=14.46 >= close=7.55 * (1+MOS 70%),LAZY.US,25.1,2021-06-16,2.3245033112582782,992,2020-08-13,685.0,ok,
LDWY:US,2006-12-29,3.05,8.571303587051618,2.126859142607174,1.1049113233287855,0.6441614780034705,2286000.0,Penman TTM as-of 2006-12-29: value=8.57 >= close=3.05 * (1+MOS 70%),LDWY.US,25.37,2022-01-11,7.318032786885246,5492,2010-03-23,1180.0,ok,
LEAT:US,2012-03-30,0.04,1.6379542395693132,0.0,0.2472058726274717,0.9755792933442892,5201000.0,Penman TTM as-of 2012-03-30: value=1.64 >= close=0.04 * (1+MOS 70%),LEAT.US,33.9,2021-11-15,846.5,3517,2012-10-02,186.0,ok,
LEE:US,2002-09-30,32.86,249.30665163472375,167.48004509582864,0.1901507642547864,0.8681944513532457,4435000.0,Penman TTM as-of 2002-09-30: value=249.31 >= close=32.86 * (1+MOS 70%),LEE.US,49.7,2004-06-15,0.5124771758977481,624,,,ok,
LEU:US,2002-06-28,8.8,1891.6943521594685,3153.820598006645,0.0732219637696482,0.9953480857042502,301000.0,Penman TTM as-of 2002-06-28: value=1891.69 >= close=8.80 * (1+MOS 70%),LEU.US,436.0,2025-10-15,48.54545454545454,8510,2005-03-18,994.0,ok,
